Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Month-to-month,True,False,DSL,True,False,False,False,False,True,False,True,False,Credit Card (automatic),7.283366,139.9512,1185.85182
Month-to-month,True,True,None,True,False,False,True,False,True,False,True,False,Bank Transfer(automatic),1.866832,149.9707,427.8088852
Month-to-month,False,False,None,True,False,False,False,True,False,True,True,True,Electronic Check,2.240146,187.656,722.8349685
Month-to-month,False,False,DSL,False,False,False,False,True,True,False,True,True,Credit Card (automatic),3.992629,152.4742,1261.333501
One year,False,False,None,False,False,True,False,True,False,True,False,False,Electronic Check,1.671807,120.0035,514.2333467
Month-to-month,True,False,DSL,True,False,False,False,False,False,False,True,True,Credit Card (automatic),10.35779,127.4421,1612.488802
Month-to-month,True,False,DSL,True,False,False,True,True,True,False,True,False,Mailed Check,22.52336,174.9699,2587.895755
One year,False,True,None,True,True,False,True,True,False,True,False,False,Mailed Check,15.84313,172.4871,1945.615058
Month-to-month,True,True,DSL,True,True,False,True,False,False,False,True,False,Bank Transfer(automatic),16.64015,182.4433,2159.000591
Two Year,True,False,DSL,True,True,False,False,True,False,True,False,False,Credit Card (automatic),4.434036,162.4676,1301.182014
Month-to-month,True,False,Fiber Optic,True,True,True,True,True,True,False,False,False,Credit Card (automatic),6.318781,195.0062,907.5139744
One year,False,False,DSL,True,True,False,True,True,False,True,True,True,Electronic Check,17.18815,255.1336,2692.714225
Two Year,True,False,DSL,True,False,False,False,True,False,False,False,True,Credit Card (automatic),2.14479,104.9781,951.0274665
Month-to-month,False,False,DSL,True,False,True,True,True,True,False,False,True,Mailed Check,9.19773,142.5007,1697.166405
Month-to-month,True,False,Fiber Optic,True,False,True,False,True,False,False,True,True,Mailed Check,5.88788,162.4827,871.4588583
Month-to-month,False,False,None,True,True,False,True,True,False,True,True,True,Mailed Check,11.21368,242.6573,1819.192603
Month-to-month,False,True,Fiber Optic,True,False,False,True,False,True,False,False,True,Mailed Check,5.213752,147.4601,567.5523212
Two Year,False,False,DSL,True,False,False,True,False,True,True,False,False,Credit Card (automatic),1.215614,152.4441,776.5788688
Month-to-month,True,False,None,True,False,False,True,True,False,False,False,False,Bank Transfer(automatic),4.226363,114.9976,439.0514662
Month-to-month,False,False,DSL,True,False,True,False,False,False,True,False,True,Electronic Check,11.70321,119.9568,1725.42639
Month-to-month,True,False,Fiber Optic,True,False,True,False,True,True,True,False,False,Bank Transfer(automatic),7.2247,164.9889,1060.670899
Month-to-month,True,False,DSL,True,True,True,True,False,True,False,False,False,Electronic Check,4.548296,162.4833,1143.803066
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,True,False,True,True,Electronic Check,19.2087,192.4567,1928.36236
One year,True,False,DSL,True,True,False,False,False,False,True,False,False,Electronic Check,4.087832,149.9447,1114.579555
Month-to-month,False,True,None,True,False,True,False,False,False,False,False,True,Electronic Check,1.177776,82.49655,320.9812888
Two Year,False,False,DSL,True,False,False,False,True,False,False,True,True,Credit Card (automatic),12.75835,139.965,1826.031678
Two Year,True,False,DSL,True,False,False,False,True,False,False,False,False,Electronic Check,3.079288,104.9781,707.1891381
Month-to-month,True,True,Fiber Optic,True,False,False,False,False,False,False,False,True,Credit Card (automatic),7.116216,112.4551,658.6339621
Month-to-month,True,False,None,True,True,True,True,False,False,True,True,True,Bank Transfer(automatic),5.315954,232.652,1163.644754
Month-to-month,False,False,Fiber Optic,True,False,False,True,True,True,False,True,True,Credit Card (automatic),7.735821,194.9699,1003.915085
Month-to-month,True,False,DSL,True,False,True,False,False,True,False,True,False,Bank Transfer(automatic),4.473582,142.4689,1116.476714
Month-to-month,True,False,Fiber Optic,True,True,False,True,True,True,False,True,True,Credit Card (automatic),4.926111,227.4754,856.9298283
One year,True,False,None,True,False,False,True,False,False,True,True,True,Bank Transfer(automatic),16.22394,197.6288,2060.236225
Two Year,False,False,DSL,False,True,False,False,True,False,False,True,True,Credit Card (automatic),13.05964,172.4705,1803.766672
Month-to-month,True,False,DSL,True,False,False,True,True,False,False,False,False,Electronic Check,20.87922,127.4738,2435.584022
Two Year,False,False,DSL,True,False,False,True,False,False,False,True,False,Bank Transfer(automatic),13.07421,149.9378,1612.709993
Two Year,True,False,Fiber Optic,True,False,False,False,False,False,False,False,True,Credit Card (automatic),4.078283,112.4551,426.4255699
Month-to-month,False,True,Fiber Optic,True,False,False,True,True,False,False,True,False,Credit Card (automatic),3.284958,182.4608,778.200989
Month-to-month,False,False,DSL,True,True,True,False,False,True,False,True,True,Mailed Check,5.645298,174.9744,1268.042248
Two Year,False,False,Fiber Optic,True,False,False,False,True,True,True,False,False,Mailed Check,19.91179,162.4713,2049.799984
Two Year,False,True,Fiber Optic,True,False,False,True,True,True,False,False,True,Bank Transfer(automatic),24.94738,159.983,2265.62602
One year,True,False,Fiber Optic,True,True,True,True,True,False,True,False,True,Electronic Check,7.488398,207.4811,1236.012715
Two Year,True,False,Fiber Optic,False,True,False,True,True,False,True,False,True,Mailed Check,10.07156,204.9634,1401.299612
Two Year,False,True,None,True,True,False,True,False,True,False,True,True,Credit Card (automatic),22.7117,182.4762,2288.984083
Month-to-month,True,False,Fiber Optic,False,True,False,False,False,True,True,False,True,Mailed Check,14.7094,182.4538,1700.981258
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,True,False,False,True,Credit Card (automatic),17.02059,147.4601,1544.583357
Two Year,False,True,Fiber Optic,True,True,True,False,True,False,False,False,False,Electronic Check,18.81173,160.0013,1956.709597
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,True,True,True,Bank Transfer(automatic),1.481306,207.6094,650.9200141
One year,False,False,DSL,True,True,True,True,True,False,True,True,True,Electronic Check,16.55879,257.6513,2509.367174
One year,True,False,Fiber Optic,True,True,False,False,False,True,True,True,False,Electronic Check,2.657783,252.624,942.1751694
Month-to-month,False,False,Fiber Optic,True,True,True,True,False,False,False,True,True,Bank Transfer(automatic),12.29093,204.961,1687.611214
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,True,False,False,True,Bank Transfer(automatic),13.02429,147.4601,1238.315929
Month-to-month,False,False,DSL,True,True,False,False,True,False,True,False,True,Electronic Check,9.741749,162.4676,1626.329435
Month-to-month,False,False,DSL,True,True,True,True,False,False,True,False,True,Bank Transfer(automatic),15.49078,174.9581,2175.607761
Month-to-month,False,False,Fiber Optic,False,True,False,True,True,True,True,True,False,Credit Card (automatic),5.962119,287.6427,1288.594508
One year,False,True,Fiber Optic,True,False,True,True,True,True,True,True,False,Bank Transfer(automatic),3.831822,257.6549,1134.240308
Two Year,False,True,Fiber Optic,True,True,True,False,False,False,True,False,True,Credit Card (automatic),7.374499,172.4624,1036.983336
Month-to-month,True,False,DSL,True,True,True,False,False,False,True,True,True,Credit Card (automatic),8.980916,222.6326,1931.414865
Month-to-month,True,False,DSL,True,False,False,False,False,False,True,False,True,Credit Card (automatic),16.05745,117.4392,1943.981469
One year,True,True,Fiber Optic,True,True,False,False,False,False,True,False,False,Electronic Check,20.7012,169.9447,1918.0889
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,False,True,False,Credit Card (automatic),8.462066,159.9512,954.1821997
Month-to-month,True,False,None,True,False,False,False,False,False,False,True,True,Mailed Check,7.646165,114.9658,907.2332556
Two Year,False,False,DSL,True,False,True,False,False,False,True,False,True,Mailed Check,7.704545,119.9568,1618.557444
Month-to-month,True,False,Fiber Optic,True,True,False,False,True,True,False,False,True,Electronic Check,3.767302,169.9928,517.420314
Month-to-month,False,False,None,True,True,False,False,False,False,True,True,False,Electronic Check,2.560691,207.6386,751.4491239
Two Year,True,True,DSL,True,False,False,True,False,False,False,False,True,Mailed Check,5.095356,114.9509,1025.488105
Month-to-month,True,False,Fiber Optic,True,True,False,True,True,True,False,False,False,Electronic Check,9.231083,192.4885,1066.382948
Month-to-month,True,False,DSL,True,False,False,True,True,False,False,False,False,Electronic Check,2.531394,127.4738,783.7920101
Two Year,False,False,None,True,False,False,False,True,True,True,True,True,Electronic Check,3.811111,200.1652,892.372841
Month-to-month,True,False,Fiber Optic,True,True,False,False,True,False,True,False,False,Bank Transfer(automatic),12.80172,182.4676,1403.146012
One year,False,True,DSL,True,True,True,False,True,False,False,True,True,Electronic Check,12.66908,174.9882,1901.748017
Month-to-month,True,False,DSL,True,False,False,True,True,False,False,True,True,Electronic Check,4.860179,162.4608,1354.828783
Month-to-month,True,True,DSL,True,True,False,True,True,False,True,False,True,Electronic Check,4.610249,184.9634,1403.371015
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,False,False,True,True,Electronic Check,16.69091,169.9378,1705.393068
One year,False,True,Fiber Optic,True,True,False,False,True,False,False,True,True,Bank Transfer(automatic),8.249394,192.4705,1118.312856
Month-to-month,True,False,DSL,False,False,True,False,False,True,False,False,True,Mailed Check,14.11275,107.482,1761.872716
One year,True,False,DSL,True,False,False,False,True,True,True,False,False,Electronic Check,11.70988,142.4713,1569.873827
Month-to-month,True,False,DSL,True,True,False,True,False,False,True,True,True,Electronic Check,10.33785,242.6106,2038.559634
One year,True,False,Fiber Optic,True,True,True,True,True,True,True,True,False,Credit Card (automatic),10.81182,290.1604,1822.617538
Month-to-month,True,False,Fiber Optic,True,True,False,False,True,True,True,False,False,Credit Card (automatic),1.24728,194.9768,544.6911156
One year,False,False,DSL,True,True,True,False,False,False,False,True,False,Credit Card (automatic),6.864699,162.4653,1422.2449
One year,True,True,DSL,True,True,False,True,True,False,False,True,True,Mailed Check,4.745801,194.9663,1236.530575
Two Year,False,False,DSL,True,False,False,True,True,False,True,True,True,Electronic Check,3.613493,222.6281,1385.346757
One year,False,False,Fiber Optic,True,True,False,False,True,False,True,True,False,Electronic Check,6.830372,252.6378,1104.049328
Month-to-month,False,False,None,True,True,True,True,True,False,True,False,False,Credit Card (automatic),12.50785,175.0048,1667.975198
Month-to-month,False,False,DSL,True,False,True,True,False,False,True,False,True,Mailed Check,14.1842,142.4526,2066.602785
One year,True,True,Fiber Optic,True,True,True,False,False,True,False,False,True,Bank Transfer(automatic),7.637611,159.9875,951.5719456
Month-to-month,False,True,DSL,False,True,True,True,False,False,True,True,False,Electronic Check,17.16447,245.1283,2519.749676
Month-to-month,False,False,DSL,True,False,False,False,True,True,True,True,False,Bank Transfer(automatic),4.297488,212.6415,1402.733623
Month-to-month,False,False,Fiber Optic,True,False,False,True,True,False,False,True,True,Bank Transfer(automatic),5.306649,182.4608,867.400478
Two Year,False,True,DSL,True,True,False,False,False,False,False,False,True,Electronic Check,15.58596,124.9607,1749.548835
Two Year,False,False,DSL,True,True,False,True,True,True,False,True,True,Electronic Check,10.13181,207.4754,1738.461046
Two Year,True,True,None,True,False,True,False,True,True,True,True,True,Credit Card (automatic),9.345696,202.6829,1711.417233
Month-to-month,True,False,Fiber Optic,True,False,True,True,True,True,True,True,True,Credit Card (automatic),1.124104,257.6549,906.3706236
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,True,False,False,False,Mailed Check,11.69762,169.9928,1230.552027
One year,True,True,Fiber Optic,True,False,True,True,True,False,True,True,True,Mailed Check,3.924965,245.1457,1217.513281
One year,True,False,None,True,False,False,False,True,False,True,False,False,Mailed Check,1.361282,117.4858,313.8263132
Month-to-month,True,True,None,True,False,False,False,True,True,True,True,True,Electronic Check,2.555762,200.1652,914.9491958
Month-to-month,False,True,Fiber Optic,True,False,True,True,False,True,True,True,True,Electronic Check,9.747138,245.132,1677.870071
Two Year,False,True,DSL,False,False,True,False,False,False,True,True,False,Mailed Check,27.84191,190.127,3348.604428
Two Year,False,False,DSL,True,False,False,True,False,False,False,True,False,Credit Card (automatic),10.92044,149.9378,1633.825007
Month-to-month,False,True,Fiber Optic,True,True,False,False,True,False,False,False,False,Mailed Check,18.2864,157.4836,1818.78969
Month-to-month,True,True,Fiber Optic,True,False,True,False,True,False,True,True,True,Credit Card (automatic),2.002856,222.65,729.4156023
One year,True,False,Fiber Optic,False,True,True,True,False,True,False,True,False,Credit Card (automatic),17.05378,217.4702,1921.943744
Month-to-month,True,True,DSL,True,True,False,True,True,False,False,False,True,Electronic Check,3.998314,159.9794,987.7767172
One year,False,False,None,True,True,False,True,True,True,True,False,False,Mailed Check,4.636111,184.9963,906.6428092
One year,True,False,Fiber Optic,True,True,False,True,True,True,True,True,True,Bank Transfer(automatic),12.28371,287.6427,1873.849553
Month-to-month,False,False,Fiber Optic,True,True,True,True,False,False,False,False,False,Electronic Check,9.573255,169.9741,1194.501468
Month-to-month,True,True,Fiber Optic,True,True,True,False,False,True,False,False,True,Mailed Check,6.483314,159.9875,684.120914
Month-to-month,False,False,DSL,True,False,False,False,False,True,False,True,True,Electronic Check,18.76931,139.9512,2104.759302
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,True,False,True,Bank Transfer(automatic),14.09379,169.9447,1439.393149
Month-to-month,True,True,Fiber Optic,True,False,True,True,True,False,False,True,True,Bank Transfer(automatic),7.481549,184.9785,1145.212837
Month-to-month,False,False,Fiber Optic,True,True,False,True,False,False,True,False,False,Bank Transfer(automatic),12.00591,192.4404,1318.124689
Month-to-month,True,True,None,True,False,False,False,True,True,True,False,False,Credit Card (automatic),14.56715,129.995,1482.175651
Month-to-month,True,False,Fiber Optic,True,False,True,True,False,True,False,False,True,Electronic Check,3.263347,149.9778,659.0331885
One year,False,False,None,False,False,False,True,False,False,False,False,False,Electronic Check,9.147346,102.4746,813.1772502
Month-to-month,False,True,DSL,True,True,False,True,False,True,False,True,False,Mailed Check,7.61586,194.9525,1402.943949
Month-to-month,True,True,Fiber Optic,True,False,True,False,True,True,False,True,True,Electronic Check,2.942297,174.9919,762.6142063
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,False,True,False,True,Electronic Check,2.357852,192.4404,606.098118
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,False,False,True,Electronic Check,21.97517,124.9643,1844.72312
Month-to-month,True,False,None,True,False,True,False,False,False,False,True,False,Electronic Check,8.249104,117.4835,1054.470395
Two Year,False,False,None,True,True,False,False,True,False,True,True,False,Mailed Check,2.398402,220.1615,840.4153973
One year,False,False,Fiber Optic,True,True,True,False,False,True,True,True,False,Bank Transfer(automatic),5.738405,255.1417,1159.773784
Month-to-month,False,False,DSL,True,True,False,True,True,True,False,True,True,Bank Transfer(automatic),7.232429,207.4754,1575.575608
Month-to-month,False,True,DSL,True,False,True,True,True,False,True,True,True,Bank Transfer(automatic),3.895892,225.1457,1494.926003
One year,True,True,None,True,True,False,True,True,True,False,False,True,Bank Transfer(automatic),2.440105,160.0122,546.329954
One year,False,False,None,True,True,True,False,False,False,True,True,True,Electronic Check,26.91021,210.1563,2911.171492
Month-to-month,True,False,None,True,False,False,False,False,False,True,False,True,Bank Transfer(automatic),2.110607,104.9629,411.3879952
Month-to-month,True,True,Fiber Optic,True,False,True,True,False,False,True,False,False,Electronic Check,11.62388,162.4526,1415.214639
Month-to-month,True,False,DSL,True,False,False,True,True,False,True,False,True,Bank Transfer(automatic),9.932123,152.4579,1734.8206
One year,True,False,DSL,True,False,False,False,False,False,True,False,False,Electronic Check,21.06092,117.4392,2316.736557
Two Year,True,False,Fiber Optic,True,True,True,True,True,False,True,False,False,Mailed Check,12.13947,207.4811,1575.21359
Month-to-month,False,False,Fiber Optic,True,False,False,False,False,False,True,False,False,Bank Transfer(automatic),6.192078,137.4392,780.0022534
Month-to-month,False,False,DSL,True,True,False,False,False,False,False,False,True,Electronic Check,10.52734,124.9607,1394.391376
Month-to-month,True,False,None,True,True,True,False,False,False,False,True,True,Credit Card (automatic),17.78769,149.989,1833.860705
Two Year,True,False,DSL,True,True,False,False,False,False,True,False,True,Bank Transfer(automatic),18.59752,149.9447,2264.252412
Two Year,True,False,DSL,True,False,False,False,False,False,True,False,False,Electronic Check,8.284386,117.4392,1381.204928
Month-to-month,False,False,DSL,True,False,False,True,True,False,False,False,True,Credit Card (automatic),21.47001,127.4738,2342.458997
One year,False,False,Fiber Optic,True,True,False,False,False,False,True,False,True,Electronic Check,4.534691,169.9447,688.5203813
Month-to-month,True,False,DSL,True,True,True,True,True,False,False,True,False,Credit Card (automatic),6.209949,197.484,1537.896278
Two Year,False,True,DSL,True,True,True,True,False,True,False,False,True,Bank Transfer(automatic),9.724026,162.4833,1659.460954
Month-to-month,False,False,Fiber Optic,True,False,True,True,True,True,True,True,True,Mailed Check,7.413447,257.6549,1469.056257
Month-to-month,False,True,Fiber Optic,True,False,True,False,True,False,False,True,True,Credit Card (automatic),8.514329,162.4827,1269.863425
Two Year,True,False,DSL,True,True,True,True,True,False,False,True,True,Electronic Check,10.86482,197.484,1877.408606
Two Year,True,False,None,True,False,True,True,False,True,False,True,True,Mailed Check,22.11529,152.4884,2200.745774
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,True,False,False,False,Electronic Check,2.138612,157.4698,292.5858924
Month-to-month,True,True,DSL,True,True,False,True,False,False,True,True,True,Credit Card (automatic),2.771756,242.6106,1274.226078
One year,True,True,Fiber Optic,True,False,False,False,False,False,False,False,True,Mailed Check,12.31648,112.4551,1147.89846
Two Year,True,False,Fiber Optic,True,True,True,True,True,True,False,False,True,Electronic Check,10.33427,195.0062,1387.672089
One year,True,False,None,True,True,False,True,False,False,True,True,True,Bank Transfer(automatic),9.742042,230.1344,1647.527241
Month-to-month,False,False,None,True,False,False,True,False,False,True,True,True,Electronic Check,7.852216,197.6288,1274.638992
Month-to-month,True,False,Fiber Optic,True,True,False,False,False,False,True,True,True,Electronic Check,10.03423,240.1149,1373.050161
Two Year,True,False,Fiber Optic,True,True,False,True,False,False,True,False,True,Credit Card (automatic),2.93932,192.4404,824.1074963
Month-to-month,False,True,DSL,True,False,False,False,True,True,True,True,False,Mailed Check,1.20533,212.6415,1192.839844
Month-to-month,False,False,DSL,True,True,False,True,False,False,False,False,False,Bank Transfer(automatic),6.893142,147.4564,1250.575676
Month-to-month,True,False,DSL,True,False,True,False,True,False,False,False,False,Credit Card (automatic),10.42906,107.4958,1638.668955
One year,False,False,None,True,True,True,True,False,True,False,True,False,Electronic Check,2.719751,184.9939,586.7907291
Month-to-month,False,False,None,True,False,False,True,True,False,True,False,True,Credit Card (automatic),12.674,139.9816,1504.092246
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,True,False,False,True,Bank Transfer(automatic),5.446201,179.9656,589.6981979
Month-to-month,True,False,Fiber Optic,False,False,True,True,False,False,True,True,True,Mailed Check,14.26858,232.6228,1937.879436
One year,True,False,DSL,True,False,False,False,True,True,True,False,True,Mailed Check,9.738632,142.4713,1621.89345
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,True,True,True,False,Electronic Check,2.504861,252.624,900.8621208
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,True,False,False,True,Bank Transfer(automatic),7.100883,169.9928,733.8730965
Month-to-month,False,False,Fiber Optic,True,True,True,False,True,True,True,False,False,Electronic Check,10.45843,197.4945,1240.211719
Month-to-month,False,False,Fiber Optic,True,True,False,True,False,False,True,False,False,Electronic Check,21.42092,192.4404,2120.230349
Month-to-month,False,True,DSL,True,False,True,False,False,False,False,False,True,Electronic Check,34.49234,94.97283,3346.893074
One year,False,False,None,True,False,False,False,True,False,True,True,False,Mailed Check,5.799375,187.656,978.4054903
Month-to-month,False,True,DSL,True,False,False,False,False,False,True,False,True,Bank Transfer(automatic),6.072026,117.4392,1154.151996
Two Year,True,False,Fiber Optic,True,True,False,False,True,False,False,True,False,Mailed Check,14.36438,192.4705,1445.998649
Two Year,True,False,Fiber Optic,True,True,True,False,False,False,True,True,False,Mailed Check,2.017622,242.6326,816.9425462
One year,True,False,DSL,True,False,False,True,False,False,True,True,False,Credit Card (automatic),9.643609,210.1051,1860.544496
Month-to-month,False,False,Fiber Optic,True,False,False,False,False,True,True,True,False,Bank Transfer(automatic),9.373591,220.1185,1315.586731
Two Year,True,True,Fiber Optic,True,True,True,True,False,False,False,False,True,Bank Transfer(automatic),16.22349,169.9741,1747.966742
One year,True,False,Fiber Optic,True,False,False,False,False,False,False,True,True,Bank Transfer(automatic),1.481935,147.4421,335.2998891
Month-to-month,True,False,None,True,False,False,False,True,False,True,False,True,Mailed Check,14.8386,117.4858,1437.800807
Month-to-month,False,True,DSL,True,True,True,False,False,True,False,False,False,Electronic Check,18.76373,139.9875,2143.189724
Month-to-month,False,False,DSL,True,False,False,False,False,False,False,False,False,Mailed Check,6.101406,92.45514,810.6535635
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,True,True,True,False,Mailed Check,18.4468,275.1198,2046.091342
Month-to-month,True,False,DSL,True,True,False,False,False,False,False,False,False,Mailed Check,4.180338,124.9607,790.0442858
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,False,False,True,Electronic Check,9.548023,112.4551,1054.031935
One year,False,False,Fiber Optic,True,False,False,True,False,False,True,False,False,Credit Card (automatic),2.664026,159.9349,579.0788972
One year,True,True,Fiber Optic,True,True,True,True,True,False,False,False,False,Credit Card (automatic),9.621889,182.497,1023.023077
One year,True,True,Fiber Optic,True,False,False,False,False,False,False,True,False,Mailed Check,11.09994,147.4421,1114.819074
Month-to-month,False,True,Fiber Optic,True,False,False,True,False,True,True,True,False,Credit Card (automatic),7.623523,242.6143,1306.124464
Month-to-month,False,True,Fiber Optic,True,False,False,True,True,False,False,False,False,Mailed Check,12.7637,147.4738,1355.525049
One year,False,False,DSL,True,False,False,False,False,True,True,False,True,Credit Card (automatic),3.115729,129.9483,1079.325698
Month-to-month,False,True,Fiber Optic,True,True,False,True,True,False,False,True,True,Electronic Check,31.44123,214.9663,3069.097767
Month-to-month,False,False,Fiber Optic,True,True,True,False,False,True,True,True,True,Mailed Check,9.213435,255.1417,1553.257429
Month-to-month,False,False,Fiber Optic,False,False,False,True,False,True,True,True,True,Credit Card (automatic),6.358996,242.6143,954.1842126
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,False,False,True,Bank Transfer(automatic),7.097053,124.9643,506.014128
Month-to-month,True,False,None,True,True,False,True,False,False,True,True,True,Electronic Check,8.081693,230.1344,1512.206567
One year,False,False,DSL,False,True,False,True,True,True,True,False,False,Credit Card (automatic),4.570915,197.4725,1418.137965
Month-to-month,False,False,Fiber Optic,True,True,True,False,True,True,True,True,True,Electronic Check,3.590398,267.6647,1173.536496
Month-to-month,True,False,Fiber Optic,True,True,True,True,False,False,False,True,True,Mailed Check,12.5247,204.961,1555.075783
Month-to-month,True,False,Fiber Optic,True,True,False,True,True,False,True,False,False,Credit Card (automatic),5.257695,204.9634,1026.361306
Two Year,False,False,None,True,False,False,True,True,False,False,False,True,Credit Card (automatic),1.005104,114.9976,252.1141473
One year,True,False,Fiber Optic,True,False,False,True,True,True,False,True,True,Electronic Check,6.165028,194.9699,934.5432733
Month-to-month,True,False,DSL,True,False,False,False,False,False,True,True,False,Bank Transfer(automatic),20.66493,187.6094,2616.607102
One year,False,False,DSL,True,False,True,False,False,True,True,False,False,Credit Card (automatic),15.39326,132.466,1921.908003
Two Year,False,False,Fiber Optic,True,False,False,True,True,False,False,False,True,Mailed Check,8.752114,147.4738,1180.747336
Month-to-month,True,False,None,True,False,True,False,False,True,True,True,True,Credit Card (automatic),9.882614,190.1599,1596.133478
Month-to-month,True,False,None,False,False,False,True,False,False,True,True,False,Credit Card (automatic),3.657847,197.6288,978.0906718
Month-to-month,True,False,DSL,True,True,False,False,True,False,False,False,False,Mailed Check,28.2824,137.4836,2945.865945
Two Year,True,True,Fiber Optic,True,True,False,False,False,False,True,False,False,Credit Card (automatic),4.72236,169.9447,865.1029349
Two Year,False,True,DSL,True,False,True,True,False,False,True,False,True,Electronic Check,8.386574,142.4526,1474.927731
One year,True,False,DSL,True,False,False,False,False,True,False,False,True,Credit Card (automatic),14.6317,104.9643,1655.231847
Two Year,True,True,DSL,True,True,False,False,True,True,False,True,True,Electronic Check,14.55,184.9797,1990.499153
Two Year,False,False,None,False,True,True,True,True,True,False,False,True,Electronic Check,10.90922,162.5299,1473.227973
One year,False,False,DSL,True,True,True,False,True,False,False,False,True,Bank Transfer(automatic),11.51439,140.0013,1559.33881
One year,True,False,DSL,True,False,False,True,True,False,False,False,False,Electronic Check,13.72584,127.4738,1835.292593
Month-to-month,False,False,Fiber Optic,True,True,True,False,True,False,False,False,False,Bank Transfer(automatic),1.302103,160.0013,511.2155972
One year,False,False,None,True,False,True,True,True,False,True,False,False,Credit Card (automatic),1.940789,142.4993,754.1266839
Month-to-month,False,True,Fiber Optic,True,True,False,False,False,False,True,False,False,Mailed Check,7.495947,169.9447,826.366889
Month-to-month,True,False,DSL,True,False,False,True,True,False,True,False,False,Electronic Check,15.88445,152.4579,2131.892874
Two Year,False,True,Fiber Optic,True,True,False,False,True,False,False,False,True,Electronic Check,8.666281,157.4836,1062.367672
One year,False,False,Fiber Optic,True,True,True,False,False,True,False,True,True,Electronic Check,2.970609,194.9744,511.1215788
Two Year,False,False,Fiber Optic,True,True,False,True,True,False,False,False,False,Electronic Check,11.00328,179.9794,1207.589721
Two Year,True,False,Fiber Optic,True,True,False,True,True,False,False,True,False,Electronic Check,5.21614,214.9663,1019.501584
One year,False,False,DSL,True,False,False,False,True,False,True,False,True,Electronic Check,8.813715,129.9621,1426.604038
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,True,True,True,Bank Transfer(automatic),13.04025,255.1417,1792.010429
Month-to-month,True,True,DSL,True,False,True,True,True,False,True,False,False,Electronic Check,21.29638,154.9755,2558.308043
Two Year,False,False,None,True,True,True,True,False,False,False,False,True,Credit Card (automatic),4.86918,137.4978,760.8370835
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,False,True,True,True,Electronic Check,5.145314,230.1051,972.1523011
Month-to-month,True,True,None,True,False,True,False,False,False,True,False,True,Mailed Check,17.22292,107.4806,1769.609462
Month-to-month,True,True,None,True,False,True,True,False,False,False,False,True,Electronic Check,2.348003,104.9923,562.038508
One year,False,False,None,True,True,False,True,True,True,False,True,False,Bank Transfer(automatic),4.629362,194.9992,801.1054209
Month-to-month,False,False,DSL,True,True,False,False,True,False,True,False,True,Mailed Check,9.197686,162.4676,1685.817734
One year,True,False,Fiber Optic,True,True,True,True,True,False,True,False,True,Bank Transfer(automatic),7.816759,207.4811,1299.583627
Month-to-month,False,False,DSL,True,True,False,True,False,True,True,False,True,Electronic Check,3.230823,184.9496,1178.011696
Month-to-month,True,False,None,True,False,True,True,False,False,False,True,True,Mailed Check,4.655119,139.9792,843.1843931
Month-to-month,True,False,None,True,False,False,True,True,False,False,False,True,Bank Transfer(automatic),8.931572,114.9976,979.002185
Month-to-month,True,False,Fiber Optic,True,False,True,True,True,False,False,True,True,Bank Transfer(automatic),2.567035,184.9785,717.8935328
Month-to-month,False,False,DSL,True,False,True,True,True,False,True,False,True,Bank Transfer(automatic),4.066843,154.9755,1192.457478
Month-to-month,True,False,Fiber Optic,True,False,False,True,True,True,False,True,True,Bank Transfer(automatic),10.86326,194.9699,1265.450999
Month-to-month,True,False,Fiber Optic,True,False,True,True,True,True,True,True,True,Electronic Check,32.73358,257.6549,3343.612596
Month-to-month,False,True,None,True,False,False,False,False,True,False,True,True,Credit Card (automatic),4.422442,127.475,479.3287784
Two Year,False,True,Fiber Optic,True,True,False,True,False,False,False,True,False,Bank Transfer(automatic),6.611696,202.4433,805.2130716
Two Year,False,False,Fiber Optic,True,False,False,False,False,True,False,False,False,Electronic Check,7.778058,124.9643,965.4661617
One year,False,False,Fiber Optic,True,True,True,False,True,True,True,False,True,Mailed Check,6.247141,197.4945,1118.046807
One year,False,False,None,True,False,True,False,True,False,False,False,True,Bank Transfer(automatic),13.10595,95.01949,1424.90105
