Contract,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,InternetService_Fiber Optic,InternetService_nan,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
1,1,0,1,1,0,0,0,0,0,0,0,0.9511490444831723,112.4844,0.8330670598739616,0,1,0,0,1
24,0,0,1,1,0,1,0,1,1,0,1,0.6202550436700629,172.4733,0.5819862629267701,0,1,1,0,0
1,1,0,1,0,0,0,0,1,0,0,0,0.7884939839957505,92.48802,0.6917589839382678,0,1,0,0,1
12,0,0,1,0,0,1,1,1,0,1,1,0.9647592322155842,194.9699,0.8730811176659287,1,0,0,1,0
1,1,0,1,1,0,0,1,0,0,1,1,0.9654665659158684,159.9942,0.841633479770238,0,1,0,0,1
1,1,0,1,1,0,0,0,0,1,1,0,0.6480604976277148,240.1149,0.6273390047272601,1,0,0,0,1
1,1,0,1,1,1,1,0,0,0,0,0,0.6870673736980529,169.9741,0.6153924797224992,1,0,0,1,0
1,0,0,1,0,0,1,1,0,0,1,0,0.7813751534076443,162.4608,0.7561116094409455,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0.7565250923279426,149.9915,0.6442359973091663,1,0,0,0,1
1,1,1,1,0,1,1,0,0,0,0,0,0.9356289712517847,137.4686,0.8457390211991292,1,0,0,1,0
24,1,0,1,0,0,1,0,0,1,1,1,0.8891957955635271,210.1051,0.8799188282686808,0,0,0,0,1
1,1,0,0,1,0,1,1,0,1,1,1,0.9859691022391632,242.6573,0.921839644113239,0,1,0,0,0
24,0,0,1,0,0,0,1,1,1,0,1,0.7270058119136878,142.4713,0.6961619694295663,0,0,0,0,0
1,1,0,1,0,1,0,1,1,1,0,0,0.7539540709490119,144.9889,0.7358387883419315,0,0,1,0,0
24,0,0,1,1,1,0,0,1,1,1,1,0.8325899443469873,235.1417,0.8184713883398615,0,0,0,0,0
1,0,0,1,0,1,0,1,1,1,1,1,0.7997800551633694,235.1591,0.748286990455943,1,0,0,1,0
24,0,1,1,0,0,0,0,1,1,1,1,0.9802849393274997,187.6422,0.9054484752964604,0,1,0,0,1
1,1,0,1,1,0,1,0,1,1,0,1,0.8587257978101807,204.9496,0.7594937818089521,1,0,0,0,0
1,0,0,1,0,0,0,0,1,0,1,1,0.8087983485714745,159.9512,0.6800905952945848,1,0,0,0,1
1,0,1,1,1,1,0,0,1,0,1,0,0.6995234610043141,194.9744,0.6139734851145039,1,0,0,0,0
24,0,0,0,0,1,0,0,1,1,0,1,0.8347101144366686,132.466,0.7839397787629814,0,0,0,0,1
1,1,0,1,1,0,1,1,1,0,1,0,0.9406088990974543,194.9992,0.8824632861942414,0,1,0,0,0
24,0,0,1,1,1,1,0,1,1,1,1,0.6147251082378521,277.6375,0.5942197793255227,1,0,0,0,0
24,1,0,1,0,1,1,1,0,0,0,1,0.9242164194663132,149.9915,0.8103393356798888,1,0,0,1,0
1,0,0,1,0,1,1,0,0,1,0,0,0.6494067133798688,162.4526,0.6309143914689465,1,0,0,1,0
12,1,1,1,1,0,0,0,0,0,0,1,0.9331058378573415,144.9607,0.8075977745967636,1,0,0,1,0
1,1,0,1,0,0,1,0,0,0,1,1,0.7547722512486836,169.9378,0.6539987716182285,1,0,1,0,0
1,1,0,1,1,0,0,0,0,0,1,1,0.7283297738377565,159.9476,0.6977594956997711,0,0,0,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0.7518644646611947,147.4783,0.648260353181601,1,0,0,1,0
12,1,1,1,1,1,0,0,0,1,0,1,0.6650719998818644,152.4624,0.6671969712889674,0,0,1,0,0
24,0,1,1,0,0,1,0,0,0,0,1,0.8795570710622813,114.9509,0.7938937888564709,0,0,0,0,1
1,0,0,1,0,0,1,1,1,0,0,0,0.8927385204865163,139.983,0.837793923448619,0,0,0,1,0
1,0,1,1,0,0,1,0,1,0,0,1,0.7433675868959514,127.4601,0.6942061021834571,0,0,0,1,0
1,1,1,1,0,0,0,1,0,1,0,0,0.9343975458153877,149.9621,0.7961531997085891,1,0,1,0,0
24,0,0,1,1,0,0,1,0,1,0,1,0.7242522528056516,182.4676,0.6335577370207603,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,0,0.7862202906616824,169.9378,0.6989963675710315,1,0,0,1,0
24,0,1,1,1,0,0,0,0,1,0,1,0.8127103743630709,149.9447,0.7761050739274743,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,1,0,0.923845005892508,204.9797,0.8010776486300228,1,0,0,0,1
24,0,0,1,1,0,1,1,0,1,0,1,0.7424132075345165,184.9634,0.7533035802098961,0,0,0,0,0
1,0,1,1,0,0,1,1,0,0,0,1,0.5332201811810174,127.4738,0.5222118382238458,0,0,0,1,0
1,0,0,0,1,1,0,0,0,1,1,0,0.930320869865362,222.6326,0.9240115943809812,0,0,0,0,1
12,0,0,0,1,0,0,1,1,0,0,0,0.9278890053354716,149.9928,0.8709707371205568,0,0,0,0,1
1,0,0,1,0,1,1,0,0,0,1,0,0.7232443515792011,172.4555,0.6465063463029956,1,0,0,0,0
1,1,1,1,1,0,0,0,0,1,1,0,0.8173071983328396,207.6386,0.7594200601188449,0,1,1,0,0
1,1,0,1,0,1,0,0,1,0,0,1,0.9083854968767958,107.482,0.822432606982326,0,0,1,0,0
1,1,1,1,1,0,1,0,0,0,1,0,0.9518039830945465,182.4433,0.8888527300318748,0,0,0,1,0
1,1,1,1,0,1,0,1,0,0,1,1,0.9433323169446659,142.4827,0.8927664978004847,0,0,0,0,0
12,0,0,1,1,0,1,0,0,0,0,0,0.8242740549937045,147.4564,0.7559052657275557,0,0,1,0,0
1,0,0,1,0,1,0,0,1,0,1,1,0.6756456668567237,142.4689,0.6676150263369622,0,0,0,0,0
1,1,0,1,0,0,1,1,1,0,0,1,0.7257695976788421,139.983,0.6874290350485845,0,0,0,1,0
24,0,0,0,1,0,1,0,0,0,1,1,0.8476974766767156,169.9671,0.7373519297866612,0,1,0,0,1
12,1,1,1,0,1,0,0,1,1,0,1,0.8323206448577511,152.466,0.731236805204925,1,0,0,0,0
12,0,0,1,1,1,0,1,0,1,1,0,0.7082718915351304,255.1555,0.6766779903191048,1,0,0,0,1
1,0,0,1,0,1,0,0,1,1,1,1,0.7864225469726359,222.6362,0.7287788960306619,1,0,0,0,0
1,1,1,1,0,1,0,0,1,1,0,0,0.7550354943163522,119.9897,0.6608743422843057,0,1,0,0,1
12,1,0,1,1,1,0,0,1,0,1,1,0.7474928550655308,174.9744,0.7211053904612034,0,0,0,1,0
1,1,0,1,0,0,0,0,0,0,0,0,0.7300452904585177,92.45514,0.6556293193536492,0,0,0,1,0
1,0,0,1,0,0,0,0,1,0,1,1,0.9539323223109935,139.9512,0.8637197706589106,0,0,0,1,0
24,1,0,1,1,1,0,0,0,1,0,0,0.8457606893982191,152.4624,0.8331624558049285,0,0,0,1,0
12,0,1,1,1,0,1,0,0,1,0,0,0.9017159682607937,172.4404,0.8477067325657912,0,0,1,0,0
24,1,0,1,0,0,1,0,0,0,0,1,0.5454489414079757,134.9509,0.4413264626142208,1,0,1,0,0
1,0,0,1,1,0,0,0,1,1,0,1,0.7480021578652576,149.9776,0.6604535398858159,0,1,0,1,0
1,0,0,1,0,1,0,0,1,0,1,0,0.7033325276292621,142.4689,0.6780438578709147,0,0,0,1,0
1,0,0,1,0,0,1,1,1,1,1,0,0.678628102361208,222.6609,0.6568874760876288,0,1,0,1,0
12,0,0,1,1,1,1,1,0,0,1,1,0.9579392789894856,217.484,0.8763222327693536,1,0,1,0,0
24,1,0,1,0,0,1,0,0,0,0,1,0.6327225395843932,114.9509,0.6241970209862404,0,0,0,1,0
24,0,0,1,0,0,1,1,0,1,1,1,0.860593710899223,222.6281,0.8697223325455845,0,0,0,1,0
24,0,0,1,1,0,0,1,0,0,1,1,0.7387754108776182,172.4705,0.692299036140896,0,0,0,0,1
1,0,0,0,0,0,1,1,1,1,0,0,0.6029583262141859,164.967,0.6151500566332757,0,0,0,0,1
1,1,0,1,0,1,1,0,0,0,0,0,0.6983621773804901,117.4686,0.6535733636488112,0,0,0,0,1
12,1,0,0,0,0,0,0,1,0,1,1,0.7408136080056178,159.9512,0.6318048247416507,1,0,1,0,0
1,1,0,1,0,1,0,0,1,1,0,1,0.6618884348425321,152.466,0.5753424220866469,1,0,0,1,0
1,0,0,1,0,1,0,1,0,0,0,0,0.9699397262080489,127.4958,0.8392492081849731,1,0,1,0,0
1,0,1,1,1,0,0,0,1,0,1,0,0.8707670906625714,192.4567,0.7388479393071439,1,0,0,1,0
1,0,1,1,1,1,0,0,0,1,0,0,0.8772140809977195,172.4624,0.8009233103867192,1,0,0,1,0
1,1,0,1,0,0,0,0,0,1,0,1,0.9404490377374735,137.4392,0.8294226174116849,1,0,0,0,1
24,0,0,0,1,1,1,1,1,1,1,1,0.745412826374611,270.1604,0.7830351141261858,0,0,0,1,0
12,1,0,1,1,0,1,0,1,0,0,0,0.8075512891166124,159.9656,0.7635946138613023,0,0,0,1,0
1,0,0,1,0,0,0,1,1,1,0,1,0.8699735585902094,142.4713,0.8075504392369961,0,0,0,0,1
12,1,0,0,1,1,0,0,0,1,0,0,0.8787266370724612,152.4624,0.8305235798915191,0,0,0,1,0
1,0,1,1,1,0,1,0,0,0,0,1,0.9918219998726389,147.4564,0.9057690711519816,0,0,1,0,0
12,1,0,1,0,1,0,0,0,1,0,0,0.6243735511830087,139.9568,0.5636074119425927,1,0,0,1,0
12,1,0,1,0,0,1,0,0,0,0,0,0.6315916789154201,102.4746,0.544897864402618,0,1,0,0,1
24,0,1,0,0,0,0,0,0,1,1,1,0.9457095328334351,175.1331,0.8538291058349774,0,1,0,0,1
24,1,0,1,0,0,1,1,1,0,1,1,0.7711412094286203,194.9699,0.695454871720119,1,0,0,1,0
12,0,0,1,1,1,0,1,1,1,0,1,0.8409258339761444,165.0182,0.739020193371281,0,1,0,1,0
24,1,0,1,0,0,1,1,0,0,1,1,0.8150336458457849,182.4608,0.7548290693823299,1,0,0,0,1
24,1,0,1,1,0,1,0,1,1,1,1,0.9816166478372943,242.6435,0.8830942725426765,0,1,0,1,0
1,0,0,1,0,0,0,1,1,0,0,0,0.7469115794420593,117.4872,0.6774139768309451,0,0,0,1,0
1,0,1,1,0,0,1,0,0,1,0,1,0.7677398949068828,127.4586,0.6706837701487277,0,1,0,0,0
12,1,0,1,0,1,0,0,0,1,0,1,0.8240525026419427,107.4806,0.7059867041242159,0,1,0,0,1
1,1,1,1,0,0,0,1,1,1,1,0,0.9428804797263242,232.6415,0.8606124408584566,1,0,0,1,0
12,0,0,1,1,0,0,1,1,0,1,1,0.8631048722975442,172.5034,0.746592234022431,0,1,0,0,0
1,0,0,0,0,0,1,1,1,1,0,1,0.6828688650816103,164.967,0.6825860224162857,0,0,1,0,0
1,0,1,1,0,0,0,0,1,1,1,0,0.9727830048634928,200.1185,0.9413084678896982,0,0,1,0,0
12,0,0,1,0,0,0,1,0,1,1,0,0.7211700976158225,200.1323,0.7199075412190253,0,0,0,0,1
1,0,1,1,1,0,1,1,1,0,1,1,0.924835582936335,227.4754,0.8209844582750603,1,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0,1,0.9922756681021522,134.9801,0.8227611086276816,0,1,0,0,0
1,1,1,1,0,0,0,0,0,1,1,0,0.7646436550157338,187.6094,0.7675299767671819,0,0,0,1,0
1,1,1,0,1,0,0,1,0,0,0,0,0.7967349427380115,125.0073,0.6872047713735598,0,1,0,1,0
24,0,0,1,0,0,0,0,1,1,0,0,0.8840674149659461,149.9483,0.7486056171461051,1,0,0,0,1
24,0,1,1,0,0,1,0,1,0,0,1,0.9048075602005072,114.9838,0.7413848725394072,0,1,0,1,0
1,0,0,1,1,1,1,1,1,0,0,1,0.9422289214432665,175.0062,0.914382379487021,0,0,0,0,1
1,1,0,1,1,0,1,0,1,0,0,1,0.7847395660119236,159.9656,0.7469076357420468,0,0,0,1,0
1,1,1,1,0,0,0,1,0,0,0,1,0.9554943156873681,92.5018,0.8005951702761824,0,1,0,1,0
1,0,0,1,1,1,0,0,1,1,0,1,0.7935063066544558,184.9715,0.724335228162755,1,0,0,1,0
1,0,1,1,1,0,0,1,0,0,0,1,0.5974230385954735,137.4836,0.56448295831947,0,0,0,1,0
12,1,0,0,1,0,0,0,1,1,1,1,0.6395198164413667,252.624,0.6412710205586347,1,0,0,0,0
24,0,0,1,1,0,1,1,0,0,0,0,0.9386066179578202,159.9794,0.8785865790286679,0,0,0,1,0
24,0,0,1,1,0,1,1,1,0,1,1,0.8199408966326438,207.4754,0.7864765190910027,0,0,1,0,0
1,0,0,1,0,0,0,1,1,0,1,0,0.7922815010276791,172.4742,0.6932688064590901,1,0,0,1,0
24,0,0,1,1,0,1,1,0,1,0,1,0.8552426511737746,204.9634,0.7721718289702404,1,0,0,0,0
24,0,0,1,0,1,1,1,1,0,0,1,0.6154265263635822,162.5007,0.5446261365746162,1,0,0,1,0
1,0,0,1,0,0,1,1,0,1,0,1,0.7536371651693146,172.4579,0.6961208706882136,1,0,1,0,0
1,1,0,1,1,1,1,1,0,0,1,0,0.9013830059215918,217.484,0.8354993421980201,1,0,0,0,0
24,0,0,1,0,1,0,0,1,1,1,1,0.9160789832787534,222.6362,0.8305758316679096,1,0,0,0,1
12,0,0,1,1,0,0,0,1,1,1,1,0.9619279255562622,232.624,0.9400598387119334,0,0,0,0,0
12,1,0,1,1,1,0,0,1,1,0,1,0.7997078006455984,164.9715,0.7744224129183387,0,0,0,0,1
1,0,0,1,0,0,0,0,1,1,1,0,0.9020154090108543,187.6422,0.7929927515619117,0,1,0,1,0
24,1,0,1,1,0,0,0,0,0,0,0,0.9168754731383925,144.9607,0.7654801113248387,1,0,0,1,0
1,1,0,1,0,1,0,0,0,0,1,1,0.744003511160544,117.4835,0.676591349327881,0,1,0,0,0
1,1,0,0,0,0,1,1,1,0,1,0,0.6273555641464534,194.9699,0.5723973520258202,1,0,0,1,0
1,1,0,1,0,0,0,0,0,0,0,0,0.7348377509296197,79.97886,0.5983316416167243,0,1,0,0,1
24,1,0,1,0,0,0,1,1,1,0,1,0.8521648622413548,162.4713,0.7516879753425175,1,0,0,1,0
12,0,0,1,1,0,1,1,1,0,1,1,0.8960320870431567,227.4754,0.7907445842713223,1,0,0,0,0
1,1,0,1,1,1,0,1,1,0,0,0,0.9088264888751213,152.5104,0.8221088801096201,0,0,0,0,1
1,0,0,1,0,1,0,0,0,1,1,0,0.8586125568115688,210.127,0.7900607073207541,1,0,0,1,0
1,0,0,1,1,0,0,0,1,0,1,0,0.9290626834964572,192.4567,0.7963944833634303,1,0,1,0,0
24,1,1,1,1,0,0,0,0,1,1,1,0.8438606631901674,220.1149,0.8194518008038427,0,0,0,0,1
24,0,0,1,0,0,0,0,0,0,0,1,0.9932855411867874,112.4551,0.8012318225263374,1,0,0,0,0
1,0,0,1,0,0,1,0,0,1,1,0,0.935100654105276,197.6288,0.8605956029311259,0,1,0,0,0
1,1,0,1,0,1,0,0,1,0,1,0,0.7932391198704176,142.4689,0.7362949473321895,0,0,0,0,1
12,0,1,1,0,0,0,0,1,0,0,0,0.9990908325298019,124.9643,0.8055277141792498,1,0,0,1,0
12,0,1,1,0,1,0,0,1,1,0,1,0.9528258281753037,132.466,0.8718404532487253,0,0,0,0,0
12,0,0,1,0,0,1,0,1,0,1,1,0.8335862961183554,149.9707,0.7164421428788577,0,1,0,0,1
24,0,1,1,0,1,0,0,1,0,0,0,0.8074625554982973,127.482,0.6720683996727682,1,0,0,0,1
24,1,0,1,1,0,1,1,0,1,1,0,0.6908872855430173,275.1336,0.6925226260075437,1,0,0,0,0
1,1,1,0,0,0,1,0,1,0,0,1,0.9077221074446298,114.9838,0.7583183655738378,0,1,0,1,0
1,1,1,1,1,0,1,0,0,1,0,0,0.9529594919908295,172.4404,0.9064753576926663,0,0,0,1,0
24,0,0,1,0,1,1,1,0,0,0,1,0.7294759868311683,129.9915,0.7021033251276966,0,0,1,0,0
1,0,0,1,1,1,0,1,1,1,0,1,0.8675207078553526,177.4945,0.8262386949177246,0,0,0,1,0
1,1,1,1,1,0,1,1,0,0,0,0,0.9652833239516969,179.9794,0.8600164567062838,1,0,0,0,1
1,1,0,1,1,0,0,0,0,1,0,1,0.6897130439939789,169.9447,0.6246046539220801,1,0,1,0,0
1,0,0,1,0,0,0,0,1,0,0,1,0.9829561029328148,104.9643,0.8825778834507716,0,0,0,0,0
12,0,0,1,0,0,0,0,0,0,1,1,0.7992725833748141,147.4421,0.7034400400080987,1,0,0,1,0
24,0,0,0,0,0,0,1,0,0,0,1,0.7433353329299289,124.9781,0.6338751697321874,1,0,0,1,0
1,0,0,1,0,0,0,1,1,1,0,1,0.7372776437392622,142.4713,0.7101297178089407,0,0,0,0,0
1,1,0,0,1,0,0,1,1,1,0,0,0.8498668023740034,194.9768,0.7303772824453179,1,0,0,1,0
1,1,0,1,1,1,1,0,0,1,1,0,0.9124032987753046,232.652,0.8422762245674679,0,1,0,0,0
12,1,1,1,0,1,1,1,0,1,1,0,0.9222070959760195,225.1457,0.9061956615344465,0,0,1,0,0
1,1,0,1,1,0,0,0,1,1,0,1,0.9131542950496805,162.4538,0.8773572983891038,0,0,0,1,0
24,1,1,1,0,0,1,1,1,1,0,0,0.9020645646184606,184.967,0.8272107441046831,1,0,0,0,0
1,1,0,1,1,0,1,0,0,1,0,0,0.5818674719167598,192.4404,0.533868595212936,1,0,0,0,1
1,1,0,0,1,0,1,0,0,0,1,0,0.5251876760182905,169.9671,0.4763745082596867,0,1,1,0,0
1,1,1,1,1,0,0,1,0,0,1,0,0.6888483841799516,159.9942,0.6167793375689671,0,1,1,0,0
12,1,1,1,0,1,1,0,0,0,1,1,0.7183475234713188,172.4555,0.6482844302297021,1,0,0,0,0
24,0,0,1,0,0,1,0,1,0,1,0,0.9649748689927915,162.447,0.880591656703756,0,0,0,0,1
24,0,1,1,0,1,0,0,0,1,0,1,0.5353975351580575,139.9568,0.4607593913519125,1,0,0,1,0
12,1,1,1,1,0,1,0,1,1,1,1,0.7643077348892547,275.1198,0.7078533359526944,1,0,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,0.6482979656919678,277.6513,0.6648676061623029,1,0,0,0,1
24,1,1,1,0,0,1,0,1,0,1,1,0.7994463885891014,162.447,0.7532894647882507,0,0,0,0,1
1,1,0,0,1,0,1,0,1,0,1,0,0.8061660587418024,214.9525,0.7044069688796502,1,0,0,0,1
1,0,0,1,0,1,0,0,0,1,0,1,0.978684494716522,119.9568,0.928178448659755,0,0,0,0,0
1,0,0,1,0,1,1,0,0,1,1,1,0.941156512284771,232.6228,0.8612186664981613,1,0,1,0,0
24,0,0,0,1,1,1,0,0,1,1,0,0.7330702617609881,265.1283,0.7311641267112585,1,0,0,0,1
24,1,0,1,1,1,1,0,1,1,0,1,0.702925057220078,207.4673,0.6406142207383488,1,0,0,1,0
1,1,0,1,0,1,1,0,1,0,1,0,0.9564339061124172,164.9647,0.935751959723846,0,0,1,0,0
24,0,1,1,0,0,0,1,1,0,0,0,0.6648700252649372,105.011,0.5419341648752132,0,1,0,0,1
1,1,0,1,1,0,0,0,1,1,1,1,0.9051219307339669,252.624,0.8207062713676452,1,0,0,0,0
1,1,0,1,0,1,1,1,0,0,1,0,0.8494798956287463,152.5022,0.7575403434999705,0,1,0,0,1
1,0,0,1,0,0,0,0,0,1,0,0,0.8346512403851516,137.4392,0.730147506078234,1,0,1,0,0
24,0,0,1,1,0,0,1,0,0,0,1,0.8002262585011831,137.4836,0.7374425238155884,0,0,0,0,1
1,1,1,1,0,1,0,1,0,0,1,1,0.9416656742374847,130.0064,0.8370221541280142,0,1,0,0,0
1,1,0,1,1,1,0,0,1,0,0,1,0.7120987048837415,139.9875,0.677331265174905,0,0,0,0,1
1,0,1,1,1,0,1,1,0,1,0,0,0.9169481501972031,184.9634,0.9260432769921785,0,0,0,0,1
24,1,0,1,0,0,0,1,0,0,0,1,0.9810874856087064,124.9781,0.8318345132841937,1,0,0,0,0
24,1,0,1,0,0,1,1,0,1,1,1,0.8202314640208729,242.6281,0.7789228049139797,1,0,0,0,1
1,0,0,1,0,0,0,1,0,1,1,0,0.9456192498979746,200.1323,0.9443292856349244,0,0,0,1,0
24,1,0,1,0,1,0,1,0,1,0,1,0.8207807673723482,152.4798,0.7468287813141274,1,0,0,1,0
1,0,1,1,0,0,1,1,0,1,0,0,0.8816880863719789,139.9816,0.7716759437001938,0,1,0,1,0
12,1,0,1,1,0,1,0,0,0,1,0,0.7483396273088818,182.4433,0.7340364744430359,0,0,0,0,1
12,0,0,1,0,0,0,1,0,0,0,1,0.6878114684687822,92.5018,0.5812575243884487,0,1,1,0,0
1,1,0,1,0,1,0,0,0,0,0,1,0.9340703582037269,114.9728,0.8015553692027789,1,0,0,1,0
1,1,1,1,0,1,1,0,0,1,1,1,0.6948818476843481,232.6228,0.6526172549775173,1,0,0,0,1
24,0,0,1,1,0,1,1,0,1,1,1,0.602402966441143,275.1336,0.5939248223142521,1,0,0,1,0
12,1,0,1,1,0,0,0,0,0,0,0,0.8662097038564983,124.9607,0.8233217020621693,0,0,1,0,0
1,0,1,1,1,0,1,0,0,1,0,0,0.5288006836008659,192.4404,0.49202529189099325,1,0,0,0,1
1,0,0,1,0,0,0,1,0,1,0,1,0.8241327854394661,149.9621,0.6999827309381141,1,0,0,0,1
24,1,1,1,1,0,1,0,1,1,0,0,0.7389976674644458,184.9496,0.7203649121790876,0,0,0,1,0
1,1,0,0,1,0,0,1,0,0,1,0,0.9327345651305495,192.4705,0.8367329052831974,1,0,0,1,0
24,1,1,1,0,0,0,0,0,1,0,1,0.8614586524072767,137.4392,0.7272567821827097,1,0,0,0,1
24,1,0,1,1,0,0,1,0,1,1,0,0.7733420848568646,252.6378,0.7271780692559775,1,0,0,0,0
1,0,0,1,1,0,0,1,0,1,0,1,0.9488833794288566,162.4676,0.9037170233643878,0,0,0,0,1
1,1,1,1,0,0,1,1,0,0,1,1,0.8738584009082584,182.4608,0.7862923015369966,1,0,0,1,0
1,1,0,1,1,1,0,0,0,1,1,1,0.8719420364466758,210.1563,0.8137473367978765,0,1,0,1,0
24,0,0,1,1,0,1,1,1,0,0,0,0.8791921364510833,160.0122,0.7725453267080095,0,1,0,0,1
24,0,1,1,0,1,0,0,0,0,0,1,0.9541689452931675,94.97283,0.8795536149899169,0,0,0,0,1
1,1,0,1,0,0,1,1,1,0,1,1,0.6803261539523326,174.9699,0.6922135307288254,0,0,0,1,0
1,0,0,1,0,0,0,0,1,1,1,1,0.9820611610109496,220.1185,0.8750111871466761,1,0,0,0,1
1,0,0,1,0,0,0,1,0,0,1,1,0.7206169913949909,139.965,0.690817324237331,0,0,0,1,0
24,0,0,1,1,1,1,0,1,0,0,1,0.9088686021320678,150.007,0.7615564426139353,0,1,0,1,0
1,0,0,1,0,0,0,1,1,0,1,1,0.9061485646131728,139.9979,0.798438583239242,0,1,0,1,0
1,0,1,0,0,0,1,1,0,1,1,0,0.9573199746724508,242.6281,0.8683920920227256,1,0,0,1,0
1,0,0,1,1,0,0,1,0,0,1,1,0.6624599920220928,159.9942,0.5918683844202025,0,1,0,0,1
1,0,1,1,1,1,1,0,0,1,1,1,0.8505494878469779,265.1283,0.806510107088705,1,0,0,0,0
1,0,0,1,0,1,1,1,1,1,0,1,0.6287289633721548,187.4847,0.5840578855687922,1,0,0,0,1
12,1,0,1,0,1,0,0,1,1,0,0,0.893805436611497,152.466,0.7790327680423298,1,0,0,1,0
1,1,1,1,0,1,0,0,1,0,0,0,0.7899294967542726,107.482,0.7271306545070476,0,0,0,0,1
1,0,1,1,1,0,0,1,0,1,0,0,0.9921497508723524,149.9913,0.8620719177995053,0,1,0,0,0
12,1,1,1,1,0,0,1,0,0,0,1,0.7940674411550398,137.4836,0.726742117806081,0,0,0,0,1
1,1,0,1,1,0,0,1,1,1,0,1,0.8868382982566059,174.9768,0.837797581918261,0,0,1,0,0
1,1,0,0,0,0,1,1,1,1,0,1,0.8607689245836423,184.967,0.7864398145969077,1,0,0,1,0
1,1,1,1,0,1,1,1,1,0,0,1,0.6690143077812983,130.0244,0.6341601000064663,0,1,0,0,0
1,0,0,1,1,0,0,0,0,1,0,1,0.7611998046960103,169.9447,0.6528448662764886,1,0,0,0,0
1,1,1,0,1,1,0,1,0,0,0,1,0.9323414611167117,127.525,0.8243772897804195,0,1,0,1,0
24,0,0,1,1,0,0,0,1,1,1,0,0.7188707701253524,232.624,0.7139042595467974,0,0,0,1,0
1,1,0,1,0,1,1,1,0,1,0,1,0.8648764460295585,174.9755,0.7803351104138915,1,0,0,1,0
12,0,0,1,0,1,1,0,1,0,0,0,0.7956705618592683,129.9778,0.7840935824145148,0,0,0,0,0
1,0,0,1,1,0,1,1,0,1,1,1,0.931912300267495,275.1336,0.8727845698728971,1,0,0,0,0
1,1,0,1,0,0,0,1,0,0,0,0,0.7886241266359462,124.9781,0.6841347136425983,1,0,0,0,0
1,1,1,0,1,0,0,1,0,1,1,1,0.8712190687279263,232.6378,0.8566757337626929,0,0,0,0,0
24,0,1,1,0,1,0,1,0,0,1,1,0.7356363534944568,162.4827,0.6590998438634609,1,0,0,0,1
24,1,0,0,0,0,0,1,1,0,0,0,0.931249755917408,117.4872,0.8446595521927451,0,0,0,1,0
1,1,1,1,0,1,1,0,0,0,1,1,0.8594304554172142,172.4555,0.7608526985254574,1,0,1,0,0
1,0,1,1,0,0,0,0,0,1,1,1,0.898772124837926,207.6094,0.8250357259312844,1,0,0,0,1
1,1,1,1,1,0,1,0,0,1,1,1,0.8910159615150951,242.6106,0.9021000670250258,0,0,0,1,0
1,0,1,1,0,0,0,0,0,1,1,0,0.9533166800163015,207.6094,0.8527612667697511,1,0,0,0,0
24,1,1,1,1,0,0,0,0,0,0,1,0.9105460900592653,144.9607,0.7499233944271726,1,0,0,1,0
12,1,0,1,1,0,0,0,1,0,0,0,0.9557484036991787,137.4698,0.8508291818608952,0,0,0,1,0
24,0,0,0,0,0,1,0,1,0,0,1,0.980770438981996,147.4601,0.8493682016660649,1,0,1,0,0
12,0,0,1,0,1,1,1,1,1,0,0,0.5707025291804919,167.4847,0.6121956437816591,0,0,0,1,0
1,1,1,1,0,1,1,0,0,0,1,0,0.8119336030852795,152.4555,0.7813188750709795,0,0,0,1,0
24,0,0,1,0,1,1,1,1,0,1,0,0.8102332979419438,197.4876,0.7226115859253615,1,0,0,0,1
1,0,1,1,0,0,0,0,0,1,0,1,0.9688035133525743,137.4392,0.8237929903993295,1,0,0,0,0
24,0,0,1,1,1,0,1,0,0,0,1,0.8002427376017274,160.0013,0.6817993048017608,1,0,1,0,0
24,0,1,1,0,1,0,1,1,0,0,1,0.7823009408253998,140.0049,0.6870639939700544,1,0,1,0,0
1,1,0,1,1,1,1,1,1,0,1,0,0.9072250583350512,197.5169,0.8217297508816206,0,1,0,1,0
1,1,1,1,0,0,0,0,0,0,1,0,0.9244496621201703,127.4421,0.8533072501709765,0,0,0,0,1
1,1,0,1,0,1,0,0,0,0,1,0,0.9179706995130262,117.4835,0.7831004755377821,0,1,0,1,0
1,0,0,1,1,0,0,1,0,0,0,0,0.8265950729242073,125.0073,0.708582194859836,0,1,1,0,0
1,1,0,1,0,1,0,1,0,0,1,1,0.8427265630398908,162.4827,0.7458639124199987,1,0,0,0,0
1,0,1,1,0,1,1,0,0,1,1,1,0.7241529556613464,232.6228,0.6676721481244401,1,0,0,0,0
24,1,1,1,0,1,1,0,1,0,0,0,0.9871281323107761,149.9778,0.8219077341017922,1,0,0,0,0
